situacao_estudante;aluno_id;ano;curso;idade;genero;renda_familiar;tem_bolsa;trabalha;frequencia;media_notas;n_reprovacoes;apoio_familiar;evadiu
Ingressante;2024_00047;2024;Medicina;29;Masculino;42250;0;1;0;0;0;1;
Ingressante;2024_00048;2024;Arquitetura;17;Masculino;14750;0;0;0;0;0;1;
Ingressante;2024_00050;2024;Direito;21;Outro;1230;0;1;0;0;0;1;
Ingressante;2024_00052;2024;Arquitetura;28;Feminino;73420;0;1;0;0;0;1;
Ingressante;2024_00053;2024;Medicina;17;Masculino;50580;0;0;0;0;0;1;
Ingressante;2024_00054;2024;Medicina;18;Feminino;34090;0;0;0;0;0;1;
Ingressante;2024_00058;2024;Engenharia;23;Masculino;89260;0;1;0;0;0;1;
Ingressante;2024_00060;2024;Psicologia;19;Feminino;133190;0;0;0;0;0;0;
Ingressante;2024_00061;2024;Engenharia;18;Masculino;108810;0;0;0;0;0;1;
Ingressante;2024_00064;2024;Computação;24;Feminino;50150;1;1;0;0;0;1;
Ingressante;2024_00068;2024;Arquitetura;25;Masculino;70100;1;0;0;0;0;0;
Ingressante;2024_00072;2024;Engenharia;26;Masculino;33820;0;0;0;0;0;1;
Ingressante;2024_00074;2024;Arquitetura;18;Masculino;48820;0;0;0;0;0;1;
Ingressante;2024_00075;2024;Medicina;29;Feminino;22660;0;1;0;0;0;1;
Ingressante;2024_00079;2024;Psicologia;21;Masculino;155140;0;1;0;0;0;1;
Ingressante;2024_00080;2024;Pedagogia;22;Feminino;18550;0;1;0;0;0;1;
Ingressante;2024_00082;2024;Pedagogia;21;Masculino;82060;1;0;0;0;0;1;
Ingressante;2024_00083;2024;Medicina;23;Outro;141760;1;0;0;0;0;1;
Ingressante;2024_00084;2024;Computação;22;Feminino;6190;0;1;0;0;0;1;
Ingressante;2024_00086;2024;Pedagogia;29;Feminino;70960;0;1;0;0;0;1;
Ingressante;2024_00088;2024;Medicina;17;Masculino;20260;0;0;0;0;0;0;
Ingressante;2024_00090;2024;Pedagogia;26;Feminino;79350;0;0;0;0;0;1;
Ingressante;2024_00095;2024;Pedagogia;27;Masculino;38280;0;1;0;0;0;0;
Ingressante;2024_00098;2024;Computação;21;Feminino;15260;0;1;0;0;0;0;
Ingressante;2024_00101;2024;Direito;24;Feminino;89100;0;0;0;0;0;1;
Ingressante;2024_00103;2024;Arquitetura;26;Feminino;5850;0;1;0;0;0;1;
Ingressante;2024_00105;2024;Administração;26;Masculino;29790;0;0;0;0;0;0;
Ingressante;2024_00106;2024;Psicologia;26;Masculino;61540;0;0;0;0;0;1;
Ingressante;2024_00107;2024;Arquitetura;19;Masculino;2250;1;1;0;0;0;1;
Ingressante;2024_00108;2024;Medicina;21;Masculino;22350;1;0;0;0;0;0;
Ingressante;2024_00110;2024;Computação;21;Feminino;15560;0;0;0;0;0;0;
Ingressante;2024_00112;2024;Administração;19;Feminino;135130;0;1;0;0;0;1;
Ingressante;2024_00113;2024;Arquitetura;21;Masculino;77510;0;0;0;0;0;0;
Ingressante;2024_00114;2024;Pedagogia;29;Feminino;98770;0;0;0;0;0;0;
Ingressante;2024_00116;2024;Direito;18;Feminino;47120;1;1;0;0;0;1;
Ingressante;2024_00117;2024;Direito;24;Outro;109480;0;1;0;0;0;0;
Ingressante;2024_00118;2024;Medicina;25;Masculino;33920;0;0;0;0;0;1;
Ingressante;2024_00119;2024;Medicina;17;Feminino;51250;1;1;0;0;0;0;
Ingressante;2024_00123;2024;Psicologia;18;Feminino;21860;0;0;0;0;0;0;
Ingressante;2024_00125;2024;Psicologia;26;Feminino;111150;0;0;0;0;0;0;
Ingressante;2024_00126;2024;Psicologia;29;Feminino;154660;0;1;0;0;0;1;
Ingressante;2024_00127;2024;Direito;26;Masculino;133960;1;1;0;0;0;0;
Ingressante;2024_00130;2024;Medicina;23;Feminino;10760;0;1;0;0;0;1;
Ingressante;2024_00131;2024;Psicologia;19;Masculino;3660;1;1;0;0;0;0;
Ingressante;2024_00134;2024;Pedagogia;25;Feminino;43010;0;0;0;0;0;0;
Ingressante;2024_00136;2024;Direito;28;Masculino;19320;1;0;0;0;0;1;
Ingressante;2024_00137;2024;Arquitetura;29;Masculino;16220;1;0;0;0;0;1;
Ingressante;2024_00138;2024;Engenharia;27;Feminino;53220;0;0;0;0;0;1;
Ingressante;2024_00139;2024;Pedagogia;20;Masculino;103240;1;1;0;0;0;1;
Ingressante;2024_00140;2024;Direito;17;Masculino;101620;1;1;0;0;0;1;
Ingressante;2024_00141;2024;Psicologia;20;Feminino;76580;0;0;0;0;0;1;
Ingressante;2024_00142;2024;Medicina;20;Masculino;8410;1;0;0;0;0;0;
Ingressante;2024_00144;2024;Administração;25;Masculino;138180;0;0;0;0;0;1;
Ingressante;2024_00146;2024;Pedagogia;28;Feminino;134330;0;0;0;0;0;0;
Ingressante;2024_00147;2024;Psicologia;27;Feminino;69450;0;1;0;0;0;1;
Ingressante;2024_00148;2024;Pedagogia;18;Masculino;89900;0;1;0;0;0;1;
Ingressante;2024_00150;2024;Psicologia;19;Outro;123820;0;1;0;0;0;0;
Ingressante;2024_00151;2024;Psicologia;22;Masculino;78100;0;0;0;0;0;0;
Ingressante;2024_00152;2024;Arquitetura;27;Outro;119580;0;1;0;0;0;1;
Ingressante;2024_00153;2024;Direito;22;Feminino;48840;0;1;0;0;0;1;
Ingressante;2024_00156;2024;Engenharia;29;Masculino;114390;1;1;0;0;0;1;
Ingressante;2024_00157;2024;Direito;25;Feminino;98520;0;0;0;0;0;0;
Ingressante;2024_00159;2024;Direito;22;Feminino;40280;1;1;0;0;0;1;
Ingressante;2024_00160;2024;Computação;22;Masculino;20420;0;0;0;0;0;1;
Ingressante;2024_00161;2024;Arquitetura;21;Feminino;88770;0;0;0;0;0;1;
Ingressante;2024_00165;2024;Psicologia;24;Outro;152790;1;0;0;0;0;1;
Ingressante;2024_00166;2024;Administração;25;Feminino;51220;1;0;0;0;0;0;
Ingressante;2024_00167;2024;Computação;20;Outro;102740;0;1;0;0;0;1;
Ingressante;2024_00169;2024;Arquitetura;29;Masculino;40530;0;0;0;0;0;0;
Ingressante;2024_00170;2024;Administração;18;Masculino;13570;1;0;0;0;0;1;
Ingressante;2024_00171;2024;Computação;22;Masculino;133350;0;1;0;0;0;1;
Ingressante;2024_00174;2024;Administração;18;Masculino;85180;0;0;0;0;0;1;
Ingressante;2024_00175;2024;Administração;17;Masculino;132180;0;1;0;0;0;1;
Ingressante;2024_00176;2024;Engenharia;21;Masculino;4070;0;1;0;0;0;1;
Ingressante;2024_00177;2024;Computação;25;Masculino;42730;0;0;0;0;0;0;
Ingressante;2024_00178;2024;Direito;28;Feminino;12220;0;0;0;0;0;1;
Ingressante;2024_00179;2024;Psicologia;19;Masculino;52680;1;0;0;0;0;0;
Ingressante;2024_00180;2024;Computação;17;Masculino;63630;0;1;0;0;0;1;
Ingressante;2024_00181;2024;Engenharia;29;Masculino;42920;0;1;0;0;0;0;
Ingressante;2024_00182;2024;Engenharia;28;Masculino;119790;1;0;0;0;0;1;
Ingressante;2024_00183;2024;Medicina;25;Feminino;39570;0;0;0;0;0;1;
Ingressante;2024_00186;2024;Direito;22;Masculino;26090;1;0;0;0;0;0;
Ingressante;2024_00187;2024;Direito;23;Masculino;73530;0;1;0;0;0;0;
Ingressante;2024_00189;2024;Engenharia;17;Masculino;37070;0;0;0;0;0;0;
Ingressante;2024_00190;2024;Computação;17;Masculino;85670;1;1;0;0;0;1;
Ingressante;2024_00191;2024;Computação;21;Feminino;147010;0;1;0;0;0;1;
Ingressante;2024_00193;2024;Arquitetura;24;Feminino;24640;0;0;0;0;0;0;
Ingressante;2024_00194;2024;Engenharia;26;Masculino;101490;1;1;0;0;0;0;
Ingressante;2024_00195;2024;Engenharia;26;Feminino;78270;1;0;0;0;0;1;
Ingressante;2024_00197;2024;Direito;22;Masculino;3280;0;0;0;0;0;1;
Ingressante;2024_00199;2024;Pedagogia;22;Feminino;3960;0;1;0;0;0;1;
Ingressante;2024_00200;2024;Computação;26;Feminino;19740;0;1;0;0;0;1;
Ingressante;2024_00201;2024;Psicologia;25;Masculino;76810;0;0;0;0;0;1;
Ingressante;2024_00202;2024;Psicologia;22;Outro;70790;0;0;0;0;0;1;
Ingressante;2024_00204;2024;Medicina;24;Masculino;30120;0;0;0;0;0;0;
Ingressante;2024_00206;2024;Administração;20;Masculino;95370;0;0;0;0;0;1;
Ingressante;2024_00207;2024;Engenharia;27;Masculino;79030;1;1;0;0;0;1;
Ingressante;2024_00213;2024;Direito;23;Feminino;9980;0;0;0;0;0;1;
Ingressante;2024_00214;2024;Psicologia;28;Feminino;10710;0;0;0;0;0;1;
Ingressante;2024_00215;2024;Administração;28;Feminino;57540;0;0;0;0;0;1;
Ingressante;2024_00216;2024;Medicina;18;Masculino;40980;1;1;0;0;0;1;
Ingressante;2024_00219;2024;Direito;23;Masculino;84220;1;1;0;0;0;1;
Ingressante;2024_00221;2024;Pedagogia;24;Feminino;16930;0;1;0;0;0;1;
Ingressante;2024_00222;2024;Administração;29;Feminino;10660;1;1;0;0;0;0;
Ingressante;2024_00223;2024;Computação;24;Masculino;100450;0;0;0;0;0;1;
Ingressante;2024_00225;2024;Engenharia;22;Masculino;93930;0;1;0;0;0;1;
Ingressante;2024_00226;2024;Medicina;26;Feminino;141110;0;1;0;0;0;0;
Ingressante;2024_00227;2024;Medicina;28;Masculino;12910;0;1;0;0;0;1;
Ingressante;2024_00228;2024;Arquitetura;18;Feminino;78310;0;0;0;0;0;1;
Ingressante;2024_00229;2024;Arquitetura;21;Masculino;77990;0;1;0;0;0;1;
Ingressante;2024_00230;2024;Engenharia;19;Feminino;3320;0;0;0;0;0;1;
Ingressante;2024_00232;2024;Pedagogia;24;Masculino;77970;0;0;0;0;0;1;
Ingressante;2024_00234;2024;Engenharia;17;Feminino;148930;0;0;0;0;0;0;
Ingressante;2024_00235;2024;Engenharia;27;Masculino;128450;0;0;0;0;0;1;
Ingressante;2024_00236;2024;Computação;26;Masculino;151710;0;0;0;0;0;0;
Ingressante;2024_00242;2024;Pedagogia;17;Feminino;110;0;1;0;0;0;1;
Ingressante;2024_00243;2024;Direito;20;Masculino;86800;0;0;0;0;0;0;
Ingressante;2024_00245;2024;Pedagogia;25;Feminino;145460;0;0;0;0;0;0;
Ingressante;2024_00246;2024;Engenharia;19;Feminino;88860;1;0;0;0;0;0;
Ingressante;2024_00248;2024;Psicologia;23;Outro;40020;0;0;0;0;0;0;
Ingressante;2024_00250;2024;Computação;23;Masculino;29210;0;0;0;0;0;0;
Ingressante;2024_00252;2024;Arquitetura;17;Masculino;17720;0;0;0;0;0;1;
Ingressante;2024_00253;2024;Pedagogia;21;Masculino;26810;0;1;0;0;0;0;
Ingressante;2024_00257;2024;Engenharia;18;Outro;99220;1;1;0;0;0;0;
Ingressante;2024_00260;2024;Direito;24;Feminino;123160;0;1;0;0;0;1;
Ingressante;2024_00262;2024;Engenharia;22;Outro;23530;0;1;0;0;0;1;
Ingressante;2024_00263;2024;Psicologia;28;Masculino;146890;0;1;0;0;0;1;
Ingressante;2024_00264;2024;Psicologia;27;Masculino;64050;0;0;0;0;0;0;
Ingressante;2024_00266;2024;Computação;18;Feminino;3790;0;1;0;0;0;1;
Ingressante;2024_00268;2024;Direito;23;Feminino;83720;0;0;0;0;0;1;
Ingressante;2024_00269;2024;Administração;27;Feminino;12560;0;0;0;0;0;1;
Ingressante;2024_00271;2024;Administração;22;Outro;99550;0;0;0;0;0;1;
Ingressante;2024_00272;2024;Pedagogia;21;Feminino;66200;1;1;0;0;0;1;
Ingressante;2024_00277;2024;Pedagogia;29;Masculino;2270;0;0;0;0;0;1;
Ingressante;2024_00278;2024;Administração;21;Masculino;43620;0;0;0;0;0;1;
Ingressante;2024_00279;2024;Psicologia;25;Masculino;19670;1;1;0;0;0;1;
Ingressante;2024_00280;2024;Computação;27;Feminino;63730;1;0;0;0;0;1;
Ingressante;2024_00282;2024;Engenharia;19;Masculino;39150;0;0;0;0;0;1;
Ingressante;2024_00284;2024;Direito;28;Masculino;126330;1;0;0;0;0;1;
Ingressante;2024_00286;2024;Administração;18;Masculino;85640;1;1;0;0;0;1;
Ingressante;2024_00287;2024;Psicologia;21;Outro;24650;0;0;0;0;0;1;
Ingressante;2024_00288;2024;Psicologia;17;Feminino;47840;0;1;0;0;0;1;
Ingressante;2024_00291;2024;Arquitetura;21;Feminino;121720;0;0;0;0;0;1;
Ingressante;2024_00292;2024;Engenharia;27;Feminino;84600;0;1;0;0;0;1;
Ingressante;2024_00293;2024;Arquitetura;17;Masculino;117280;0;0;0;0;0;1;
Ingressante;2024_00295;2024;Computação;24;Masculino;124120;0;1;0;0;0;0;
Ingressante;2024_00296;2024;Medicina;29;Masculino;141590;1;1;0;0;0;0;
Ingressante;2024_00300;2024;Engenharia;29;Masculino;47790;0;1;0;0;0;1;
Ingressante;2024_00301;2024;Arquitetura;27;Masculino;66270;0;0;0;0;0;0;
Ingressante;2024_00304;2024;Direito;29;Feminino;45810;0;1;0;0;0;1;
Ingressante;2024_00309;2024;Pedagogia;20;Masculino;32650;0;0;0;0;0;0;
Ingressante;2024_00310;2024;Engenharia;24;Feminino;61310;0;0;0;0;0;1;
Ingressante;2024_00311;2024;Psicologia;26;Masculino;115230;0;0;0;0;0;1;
Ingressante;2024_00313;2024;Administração;26;Feminino;140960;0;0;0;0;0;0;
Ingressante;2024_00317;2024;Direito;18;Outro;80460;0;0;0;0;0;0;
Ingressante;2024_00318;2024;Direito;21;Masculino;55120;0;1;0;0;0;1;
Ingressante;2024_00319;2024;Arquitetura;20;Masculino;75590;0;0;0;0;0;1;
Ingressante;2024_00320;2024;Arquitetura;24;Outro;1080;0;0;0;0;0;0;
Ingressante;2024_00322;2024;Medicina;27;Masculino;97780;1;1;0;0;0;1;
Ingressante;2024_00323;2024;Psicologia;29;Feminino;126470;1;1;0;0;0;0;
Ingressante;2024_00326;2024;Administração;21;Masculino;144610;0;0;0;0;0;1;
Ingressante;2024_00327;2024;Medicina;23;Masculino;24790;1;0;0;0;0;0;
Ingressante;2024_00328;2024;Direito;25;Masculino;89140;0;0;0;0;0;1;
Ingressante;2024_00330;2024;Pedagogia;28;Masculino;145350;0;1;0;0;0;1;
Ingressante;2024_00331;2024;Pedagogia;20;Outro;112610;0;0;0;0;0;1;
Ingressante;2024_00334;2024;Administração;26;Masculino;89230;0;1;0;0;0;1;
Ingressante;2024_00336;2024;Administração;19;Feminino;35860;0;1;0;0;0;0;
Ingressante;2024_00337;2024;Pedagogia;22;Masculino;66440;0;0;0;0;0;1;
Ingressante;2024_00339;2024;Computação;24;Feminino;137280;0;1;0;0;0;1;
Ingressante;2024_00341;2024;Computação;19;Feminino;113950;0;0;0;0;0;0;
Ingressante;2024_00343;2024;Administração;27;Feminino;108820;1;1;0;0;0;1;
Ingressante;2024_00345;2024;Administração;23;Feminino;49840;0;0;0;0;0;1;
Ingressante;2024_00346;2024;Medicina;23;Feminino;35260;0;0;0;0;0;1;
Ingressante;2024_00347;2024;Administração;26;Feminino;122040;0;0;0;0;0;0;
Ingressante;2024_00348;2024;Arquitetura;28;Feminino;101980;0;0;0;0;0;1;
Ingressante;2024_00349;2024;Administração;26;Masculino;10340;0;1;0;0;0;1;
Ingressante;2024_00355;2024;Computação;23;Feminino;31780;0;0;0;0;0;0;
Ingressante;2024_00357;2024;Arquitetura;21;Outro;146980;0;1;0;0;0;1;
Ingressante;2024_00358;2024;Computação;25;Masculino;60520;0;1;0;0;0;1;
Ingressante;2024_00359;2024;Engenharia;20;Masculino;102910;1;1;0;0;0;1;
Ingressante;2024_00360;2024;Medicina;27;Feminino;144130;0;0;0;0;0;1;
Ingressante;2024_00363;2024;Computação;27;Masculino;106390;0;1;0;0;0;1;
Ingressante;2024_00364;2024;Direito;23;Masculino;89400;0;0;0;0;0;1;
Ingressante;2024_00365;2024;Engenharia;19;Feminino;105320;0;0;0;0;0;0;
Ingressante;2024_00369;2024;Pedagogia;26;Feminino;19180;0;1;0;0;0;1;
Ingressante;2024_00370;2024;Psicologia;26;Feminino;14220;0;0;0;0;0;1;
Ingressante;2024_00372;2024;Psicologia;22;Masculino;77120;0;0;0;0;0;1;
Ingressante;2024_00373;2024;Administração;28;Feminino;48630;0;0;0;0;0;1;
Ingressante;2024_00375;2024;Direito;22;Feminino;4120;0;1;0;0;0;0;
Ingressante;2024_00376;2024;Medicina;24;Feminino;15080;0;1;0;0;0;1;
Ingressante;2024_00377;2024;Engenharia;29;Masculino;48730;0;0;0;0;0;1;
Ingressante;2024_00378;2024;Arquitetura;18;Masculino;56310;1;0;0;0;0;1;
Ingressante;2024_00379;2024;Arquitetura;17;Outro;16690;0;0;0;0;0;1;
Ingressante;2024_00385;2024;Pedagogia;19;Feminino;82300;0;1;0;0;0;0;
Ingressante;2024_00386;2024;Direito;20;Feminino;94220;0;0;0;0;0;0;
Ingressante;2024_00388;2024;Engenharia;29;Masculino;37290;0;0;0;0;0;0;
Ingressante;2024_00390;2024;Computação;23;Outro;87030;0;0;0;0;0;1;
Ingressante;2024_00391;2024;Medicina;21;Feminino;83370;1;0;0;0;0;1;
Ingressante;2024_00396;2024;Computação;22;Masculino;68300;0;0;0;0;0;1;
Ingressante;2024_00397;2024;Medicina;21;Feminino;149220;0;1;0;0;0;1;
Ingressante;2024_00398;2024;Administração;22;Masculino;23350;0;0;0;0;0;0;
Ingressante;2024_00400;2024;Administração;18;Masculino;57590;0;0;0;0;0;1;
Ingressante;2024_00404;2024;Psicologia;21;Masculino;84910;1;1;0;0;0;0;
Ingressante;2024_00405;2024;Administração;25;Feminino;65150;1;1;0;0;0;1;
Ingressante;2024_00406;2024;Administração;27;Feminino;44770;0;0;0;0;0;1;
Ingressante;2024_00407;2024;Computação;25;Masculino;130530;0;1;0;0;0;0;
Ingressante;2024_00410;2024;Pedagogia;23;Feminino;43790;1;1;0;0;0;0;
Ingressante;2024_00412;2024;Direito;23;Masculino;100020;0;0;0;0;0;1;
Ingressante;2024_00413;2024;Direito;17;Outro;7170;0;1;0;0;0;1;
Ingressante;2024_00415;2024;Pedagogia;22;Masculino;122840;0;0;0;0;0;1;
Ingressante;2024_00418;2024;Direito;17;Feminino;83250;0;0;0;0;0;0;
Ingressante;2024_00419;2024;Pedagogia;19;Feminino;65350;0;0;0;0;0;0;
Ingressante;2024_00421;2024;Administração;20;Outro;124350;0;0;0;0;0;1;
Ingressante;2024_00423;2024;Pedagogia;28;Outro;149920;0;1;0;0;0;0;
Ingressante;2024_00425;2024;Medicina;29;Feminino;68130;0;0;0;0;0;1;
Ingressante;2024_00428;2024;Pedagogia;29;Feminino;18790;1;0;0;0;0;1;
Ingressante;2024_00431;2024;Engenharia;20;Feminino;13120;0;0;0;0;0;1;
Ingressante;2024_00434;2024;Engenharia;19;Feminino;151030;0;0;0;0;0;1;
Ingressante;2024_00435;2024;Arquitetura;18;Feminino;10570;0;1;0;0;0;1;
Ingressante;2024_00437;2024;Administração;25;Masculino;50610;1;1;0;0;0;1;
Ingressante;2024_00439;2024;Psicologia;29;Feminino;90640;1;0;0;0;0;1;
Ingressante;2024_00441;2024;Computação;26;Masculino;30260;0;1;0;0;0;0;
Ingressante;2024_00442;2024;Arquitetura;20;Feminino;59530;0;0;0;0;0;0;
Ingressante;2024_00444;2024;Psicologia;28;Masculino;24490;0;0;0;0;0;1;
Ingressante;2024_00446;2024;Pedagogia;27;Masculino;114380;0;0;0;0;0;1;
Ingressante;2024_00448;2024;Pedagogia;29;Outro;69140;1;0;0;0;0;1;
Ingressante;2024_00449;2024;Administração;21;Feminino;8050;0;1;0;0;0;1;
Ingressante;2024_00451;2024;Pedagogia;29;Outro;12770;0;1;0;0;0;0;
Ingressante;2024_00452;2024;Administração;29;Masculino;152040;0;1;0;0;0;1;
Ingressante;2024_00453;2024;Pedagogia;21;Feminino;97710;1;0;0;0;0;0;
Ingressante;2024_00454;2024;Computação;27;Masculino;85530;0;0;0;0;0;1;
Ingressante;2024_00455;2024;Arquitetura;19;Feminino;150990;1;0;0;0;0;1;
Ingressante;2024_00457;2024;Engenharia;26;Feminino;109940;0;1;0;0;0;1;
Ingressante;2024_00460;2024;Psicologia;21;Feminino;74760;1;0;0;0;0;0;
Ingressante;2024_00461;2024;Medicina;20;Masculino;69470;0;1;0;0;0;0;
Ingressante;2024_00462;2024;Pedagogia;22;Outro;44660;0;0;0;0;0;1;
Ingressante;2024_00463;2024;Engenharia;17;Feminino;136580;1;0;0;0;0;1;
Ingressante;2024_00465;2024;Computação;19;Feminino;51780;1;1;0;0;0;1;
Ingressante;2024_00472;2024;Pedagogia;17;Feminino;38730;1;1;0;0;0;1;
Ingressante;2024_00473;2024;Psicologia;24;Feminino;45420;0;0;0;0;0;1;
Ingressante;2024_00474;2024;Psicologia;19;Feminino;100230;0;1;0;0;0;1;
Ingressante;2024_00475;2024;Medicina;29;Feminino;66370;1;1;0;0;0;1;
Ingressante;2024_00476;2024;Arquitetura;21;Masculino;34540;1;0;0;0;0;0;
Ingressante;2024_00477;2024;Engenharia;27;Masculino;38380;0;0;0;0;0;1;
Ingressante;2024_00484;2024;Direito;26;Feminino;93380;1;0;0;0;0;0;
Ingressante;2024_00487;2024;Arquitetura;19;Masculino;70090;0;0;0;0;0;1;
Ingressante;2024_00488;2024;Engenharia;24;Feminino;121210;0;0;0;0;0;0;
Ingressante;2024_00489;2024;Administração;28;Feminino;138410;0;0;0;0;0;1;
Ingressante;2024_00493;2024;Medicina;19;Masculino;94730;1;1;0;0;0;1;
Ingressante;2024_00496;2024;Direito;21;Masculino;35480;1;1;0;0;0;0;
Ingressante;2024_00497;2024;Engenharia;18;Feminino;89740;1;1;0;0;0;1;
Ingressante;2024_00498;2024;Psicologia;24;Masculino;26680;0;0;0;0;0;1;
Ingressante;2024_00499;2024;Engenharia;22;Masculino;132310;0;1;0;0;0;1;
Ingressante;2024_00501;2024;Engenharia;22;Feminino;128070;1;0;0;0;0;0;
Ingressante;2024_00502;2024;Administração;21;Feminino;12560;1;1;0;0;0;0;
Ingressante;2024_00503;2024;Pedagogia;21;Feminino;153260;0;0;0;0;0;1;
Ingressante;2024_00504;2024;Pedagogia;29;Masculino;134360;1;1;0;0;0;0;
Ingressante;2024_00505;2024;Psicologia;19;Feminino;152620;1;0;0;0;0;0;
Ingressante;2024_00506;2024;Medicina;21;Feminino;145060;0;1;0;0;0;1;
Ingressante;2024_00511;2024;Administração;24;Masculino;122270;0;0;0;0;0;0;
Ingressante;2024_00512;2024;Psicologia;23;Masculino;48650;1;0;0;0;0;1;
Ingressante;2024_00513;2024;Pedagogia;20;Feminino;92280;0;1;0;0;0;1;
Ingressante;2024_00516;2024;Engenharia;24;Feminino;90250;1;1;0;0;0;0;
Ingressante;2024_00517;2024;Arquitetura;17;Masculino;146570;1;0;0;0;0;0;
Ingressante;2024_00518;2024;Medicina;28;Feminino;14530;0;1;0;0;0;1;
Ingressante;2024_00520;2024;Direito;29;Feminino;42760;1;0;0;0;0;1;
Ingressante;2024_00521;2024;Engenharia;24;Feminino;99930;0;1;0;0;0;1;
Ingressante;2024_00523;2024;Engenharia;20;Feminino;2470;0;0;0;0;0;1;
Ingressante;2024_00524;2024;Arquitetura;26;Masculino;150;0;0;0;0;0;1;
Ingressante;2024_00525;2024;Administração;20;Outro;140640;0;0;0;0;0;1;
Ingressante;2024_00526;2024;Administração;25;Feminino;1780;1;0;0;0;0;1;
Ingressante;2024_00528;2024;Computação;24;Feminino;36240;0;0;0;0;0;1;
Ingressante;2024_00531;2024;Medicina;21;Feminino;86620;1;0;0;0;0;0;
Ingressante;2024_00533;2024;Direito;28;Masculino;77080;0;1;0;0;0;1;
Ingressante;2024_00536;2024;Engenharia;29;Masculino;144110;0;0;0;0;0;1;
Ingressante;2024_00537;2024;Psicologia;23;Feminino;16770;0;0;0;0;0;1;
Ingressante;2024_00539;2024;Psicologia;20;Masculino;22660;1;1;0;0;0;1;
Ingressante;2024_00540;2024;Psicologia;21;Feminino;42170;1;0;0;0;0;0;
Ingressante;2024_00541;2024;Engenharia;18;Feminino;147710;0;0;0;0;0;0;
Ingressante;2024_00542;2024;Administração;23;Feminino;85930;0;0;0;0;0;1;
Ingressante;2024_00545;2024;Psicologia;22;Feminino;148110;1;1;0;0;0;0;
Ingressante;2024_00549;2024;Pedagogia;27;Feminino;69000;1;0;0;0;0;0;
Ingressante;2024_00551;2024;Administração;26;Feminino;98950;0;0;0;0;0;1;
Ingressante;2024_00553;2024;Psicologia;27;Feminino;3120;1;0;0;0;0;0;
Ingressante;2024_00557;2024;Pedagogia;22;Feminino;61150;1;0;0;0;0;0;
Ingressante;2024_00559;2024;Computação;19;Masculino;107820;0;0;0;0;0;1;
Ingressante;2024_00560;2024;Medicina;28;Outro;65180;1;0;0;0;0;1;
Ingressante;2024_00562;2024;Engenharia;17;Masculino;103990;0;1;0;0;0;1;
