situacao_estudante;aluno_id;ano;curso;idade;genero;renda_familiar;tem_bolsa;trabalha;frequencia;media_notas;n_reprovacoes;apoio_familiar;evadiu
Matriculado;2023_00051;2023;Medicina;25;Masculino;3012,0;0;1;0,713751475;68,13;3;0;1
Matriculado;2023_00052;2023;Direito;21;Feminino;3354,0;1;0;0,866564969;48,36;0;1;0
Matriculado;2023_00053;2023;Pedagogia;17;Masculino;14867,0;0;1;0,888304085;74,68;0;1;0
Ingressante;2023_00054;2023;Psicologia;21;Masculino;8552,0;0;1;0,933589373;68,43;0;1;1
Matriculado;2023_00055;2023;Pedagogia;29;Outro;3342,0;0;0;0,775116813;51,76;1;1;0
Ingressante;2023_00056;2023;Arquitetura;24;Feminino;4155,0;0;1;0,959177462;68,74;3;1;0
Matriculado;2023_00057;2023;Engenharia;24;Feminino;11681,0;0;0;0,839457398;80,63;1;1;1
Matriculado;2023_00058;2023;Direito;21;Masculino;14813,0;1;1;0,58683906;96,01;2;1;1
Matriculado;2023_00059;2023;Computação;28;Feminino;9294,0;1;0;0,693913351;42,3;0;1;0
Matriculado;2023_00060;2023;Direito;25;Masculino;4103,0;0;1;0,620419038;47,83;0;1;0
Ingressante;2023_00061;2023;Psicologia;17;Masculino;8343,0;0;1;0,920132321;63,5;1;1;0
Matriculado;2023_00062;2023;Computação;20;Feminino;11458,0;1;0;0,822330157;68,45;1;1;0
Matriculado;2023_00063;2023;Engenharia;19;Masculino;1463,0;0;1;0,732673904;90,21;2;0;0
Matriculado;2023_00064;2023;Psicologia;18;Feminino;7751,0;0;1;0,8697466;83,42;2;1;0
Matriculado;2023_00065;2023;Administração;24;Feminino;9400,0;1;1;0,82790855;33,89;1;1;0
Matriculado;2023_00066;2023;Pedagogia;23;Masculino;8216,0;1;0;0,803755063;58,65;1;0;0
Matriculado;2023_00067;2023;Engenharia;25;Masculino;12018,0;0;0;0,777230856;42,21;0;1;0
Matriculado;2023_00068;2023;Pedagogia;18;Masculino;5506,0;0;1;0,955873173;45,42;0;1;0
Matriculado;2023_00069;2023;Medicina;20;Masculino;10765,0;0;1;0,733111396;73,75;0;1;0
Ingressante;2023_00070;2023;Administração;22;Feminino;1463,0;1;1;0,858352745;67,1;1;1;0
Matriculado;2023_00071;2023;Administração;27;Feminino;10894,0;1;1;0,683643725;89,89;1;1;0
Matriculado;2023_00072;2023;Engenharia;19;Masculino;3992,0;0;0;0,5303596;43,88;0;0;0
Matriculado;2023_00073;2023;Administração;24;Masculino;11752,0;1;0;0,742815424;64,61;2;1;0
Matriculado;2023_00074;2023;Computação;19;Feminino;7355,0;1;0;0,964723654;56,88;1;1;0
Matriculado;2023_00075;2023;Administração;28;Feminino;12848,0;0;1;0,832092433;88,6;2;0;0
Matriculado;2023_00076;2023;Pedagogia;29;Masculino;4752,0;1;1;0,905083714;51,53;1;1;1
Matriculado;2023_00077;2023;Pedagogia;29;Masculino;12853,0;0;1;0,864341617;68,24;0;1;0
Ingressante;2023_00078;2023;Psicologia;18;Feminino;10471,0;0;0;0,611072984;44,13;1;1;0
Matriculado;2023_00079;2023;Pedagogia;29;Masculino;4179,0;0;1;0,608739582;86,71;3;0;1
Ingressante;2023_00080;2023;Psicologia;29;Masculino;10451,0;1;1;0,808423936;92,55;1;1;0
Matriculado;2023_00081;2023;Pedagogia;19;Feminino;7965,0;0;1;0,904687103;54,54;0;0;1
Matriculado;2023_00082;2023;Computação;27;Feminino;3761,0;0;0;0,640463957;52,74;2;1;0
Matriculado;2023_00083;2023;Arquitetura;22;Feminino;8677,0;1;1;0,933865481;68,95;4;0;1
Matriculado;2023_00084;2023;Psicologia;18;Feminino;9657,0;0;1;0,764383439;52,73;0;1;0
Ingressante;2023_00085;2023;Direito;24;Feminino;11219,0;1;1;0,758106149;82,19;2;0;0
Matriculado;2023_00086;2023;Medicina;17;Masculino;4070,0;0;1;0,706997759;71,84;0;1;0
Ingressante;2023_00087;2023;Engenharia;23;Masculino;7256,0;0;1;0,854929862;84,0;0;0;0
Matriculado;2023_00088;2023;Pedagogia;18;Masculino;2902,0;0;0;0,944518928;48,78;0;1;0
Matriculado;2023_00089;2023;Administração;26;Masculino;5437,0;1;0;0,849873268;44,36;1;0;1
Matriculado;2023_00090;2023;Arquitetura;28;Feminino;13323,0;0;1;0,650806;70,48;3;1;0
Matriculado;2023_00091;2023;Pedagogia;22;Feminino;11299,0;0;0;0,905358483;90,34;2;1;0
Ingressante;2023_00092;2023;Administração;28;Outro;3325,0;1;0;0,668925931;50,96;0;0;1
Matriculado;2023_00093;2023;Medicina;18;Feminino;1585,0;0;0;0,634830007;71,91;2;0;0
Ingressante;2023_00094;2023;Medicina;18;Masculino;4373,0;1;0;0,884137365;55,06;2;1;0
Matriculado;2023_00095;2023;Medicina;26;Masculino;5154,0;1;1;0,660392948;80,87;1;1;0
Matriculado;2023_00096;2023;Administração;29;Feminino;4834,0;0;0;0,822328808;51,73;0;0;1
Matriculado;2023_00097;2023;Pedagogia;24;Feminino;6076,0;0;1;0,889059102;69,12;1;1;0
Matriculado;2023_00098;2023;Medicina;28;Feminino;9661,0;0;1;0,880978233;81,8;1;1;1
Matriculado;2023_00099;2023;Computação;18;Feminino;6366,0;0;0;0,746178183;44,83;2;0;0
Ingressante;2023_00100;2023;Psicologia;23;Feminino;7831,0;1;0;0,861583165;74,03;1;1;0
Matriculado;2023_00101;2023;Administração;19;Feminino;12651,0;1;1;0,900697035;59,63;1;1;0
Matriculado;2023_00102;2023;Administração;24;Masculino;10309,0;0;1;0,555845094;77,71;2;1;1
Ingressante;2023_00103;2023;Pedagogia;23;Feminino;14769,0;0;0;0,6961143;70,53;3;1;0
Ingressante;2023_00104;2023;Administração;24;Feminino;13274,0;0;0;0,785617494;58,73;1;0;0
Matriculado;2023_00105;2023;Administração;23;Masculino;11185,0;0;0;0,712263389;63,59;1;1;0
Matriculado;2023_00106;2023;Medicina;27;Feminino;9215,0;0;0;0,883452366;37,43;1;0;1
Matriculado;2023_00107;2023;Pedagogia;22;Masculino;3018,0;0;0;0,555551079;78,05;0;1;0
Matriculado;2023_00108;2023;Medicina;29;Outro;13662,0;0;1;0,878179395;93,49;1;1;0
Ingressante;2023_00109;2023;Psicologia;23;Masculino;6374,0;0;1;0,848092291;56,84;0;0;0
Ingressante;2023_00110;2023;Arquitetura;21;Feminino;2310,0;1;1;0,618515159;64,43;0;1;0
Matriculado;2023_00111;2023;Psicologia;23;Masculino;5881,0;0;0;0,8509249;88,58;2;0;0
Matriculado;2023_00112;2023;Arquitetura;17;Feminino;1467,0;1;1;0,583055462;38,08;0;1;0
Matriculado;2023_00113;2023;Medicina;17;Masculino;6600,0;0;0;0,758284452;72,55;2;1;0
Matriculado;2023_00114;2023;Psicologia;25;Masculino;6785,0;1;0;0,892019715;90,1;0;1;0
Matriculado;2023_00115;2023;Pedagogia;21;Feminino;13335,0;0;1;0,929487895;55,55;1;0;0
Matriculado;2023_00116;2023;Engenharia;29;Outro;10364,0;1;1;0,682045044;56,87;1;1;0
Ingressante;2023_00117;2023;Medicina;21;Masculino;4020,0;1;0;0,947323603;84,92;2;1;0
Ingressante;2023_00118;2023;Arquitetura;19;Masculino;12724,0;0;1;0,938552366;48,63;3;1;0
Matriculado;2023_00119;2023;Computação;21;Feminino;8049,0;0;1;0,824423928;77,92;2;1;0
Matriculado;2023_00120;2023;Arquitetura;19;Feminino;12311,0;1;0;0,850898255;70,63;1;0;0
Matriculado;2023_00121;2023;Computação;25;Outro;11009,0;1;1;0,712130409;82,03;2;0;0
Matriculado;2023_00122;2023;Administração;25;Masculino;11518,0;1;1;0,840107603;63,08;0;1;0
Ingressante;2023_00123;2023;Psicologia;22;Feminino;9450,0;1;1;0,8197979;88,03;2;1;0
Matriculado;2023_00124;2023;Computação;17;Masculino;6474,0;0;0;0,672988563;59,22;0;1;0
Ingressante;2023_00125;2023;Arquitetura;23;Masculino;1844,0;0;0;0,754629725;42,89;0;0;1
Matriculado;2023_00126;2023;Administração;23;Feminino;10132,0;0;0;0,703663697;41,88;1;1;0
Matriculado;2023_00127;2023;Engenharia;26;Feminino;2807,0;1;0;0,929034557;48,62;2;1;0
Matriculado;2023_00128;2023;Pedagogia;26;Feminino;5103,0;0;1;0,802918731;75,14;3;0;1
Matriculado;2023_00129;2023;Pedagogia;20;Masculino;9292,0;0;0;0,718984806;53,73;1;1;1
Matriculado;2023_00130;2023;Pedagogia;24;Masculino;1369,0;1;1;0,76620008;64,71;0;0;1
Ingressante;2023_00131;2023;Computação;22;Masculino;11205,0;1;0;0,654654021;66,36;1;1;0
Ingressante;2023_00132;2023;Engenharia;20;Outro;4375,0;0;1;0,904248084;53,37;1;1;0
Matriculado;2023_00133;2023;Computação;20;Masculino;3164,0;0;0;0,925317086;67,34;0;0;0
Matriculado;2023_00134;2023;Psicologia;18;Masculino;6523,0;0;0;0,971386769;79,11;0;0;0
Matriculado;2023_00135;2023;Computação;18;Masculino;3926,0;0;1;0,975082459;65,53;3;0;0
Matriculado;2023_00136;2023;Engenharia;28;Feminino;9880,0;1;0;0,912084558;78,77;0;0;0
Matriculado;2023_00137;2023;Engenharia;20;Masculino;2375,0;0;0;0,951101821;59,34;1;1;0
Ingressante;2023_00138;2023;Psicologia;21;Outro;5703,0;1;0;0,849306558;68,98;0;0;0
Matriculado;2023_00139;2023;Engenharia;24;Masculino;7432,0;1;0;0,915022467;66,45;1;1;1
Ingressante;2023_00140;2023;Arquitetura;22;Feminino;5035,0;0;1;0,934078379;81,1;1;1;0
Matriculado;2023_00141;2023;Engenharia;20;Masculino;1878,0;0;1;0,870143898;71,36;1;1;0
Matriculado;2023_00142;2023;Pedagogia;29;Feminino;7434,0;0;0;0,852473262;55,36;0;0;0
Matriculado;2023_00143;2023;Arquitetura;27;Outro;4048,0;0;0;0,777676976;72,31;1;0;0
Matriculado;2023_00144;2023;Arquitetura;23;Masculino;3342,0;0;1;0,86377195;50,65;1;0;0
Matriculado;2023_00145;2023;Psicologia;24;Outro;2235,0;1;1;0,927421157;71,05;2;1;0
Matriculado;2023_00146;2023;Direito;18;Feminino;5261,0;0;1;0,904885999;64,54;0;1;0
Matriculado;2023_00147;2023;Direito;28;Outro;10124,0;1;1;0,778093815;67,24;2;1;0
Ingressante;2023_00148;2023;Engenharia;23;Feminino;7632,0;0;0;0,796346491;64,39;2;0;0
Ingressante;2023_00149;2023;Arquitetura;18;Masculino;4575,0;0;0;0,834086674;55,86;0;0;0
Matriculado;2023_00150;2023;Direito;18;Masculino;14540,0;1;0;0,920740612;54,0;1;1;0
Ingressante;2023_00151;2023;Direito;24;Masculino;7232,0;0;0;0,915672308;81,2;1;0;1
Matriculado;2023_00152;2023;Engenharia;18;Masculino;11738,0;0;1;0,917788491;93,23;0;1;0
Matriculado;2023_00153;2023;Direito;27;Masculino;14812,0;0;1;0,718763826;69,06;1;0;0
Matriculado;2023_00154;2023;Computação;25;Masculino;14673,0;0;1;0,865984902;65,47;0;1;0
Ingressante;2023_00155;2023;Administração;28;Masculino;3031,0;1;0;0,77958718;46,58;0;0;1
Matriculado;2023_00156;2023;Psicologia;17;Feminino;1361,0;0;1;0,888690369;38,61;1;1;0
Ingressante;2023_00157;2023;Administração;25;Masculino;2513,0;0;0;0,888985117;40,88;0;1;0
Matriculado;2023_00158;2023;Engenharia;17;Masculino;9413,0;0;0;0,856789832;72,95;3;1;0
Matriculado;2023_00159;2023;Pedagogia;26;Feminino;12654,0;1;0;0,748459523;38,36;0;1;0
Ingressante;2023_00160;2023;Psicologia;29;Masculino;8182,0;0;1;0,995374567;74,87;1;1;1
Ingressante;2023_00161;2023;Engenharia;26;Masculino;12961,0;0;0;0,8027085;48,54;1;0;0
Ingressante;2023_00162;2023;Arquitetura;18;Masculino;10082,0;0;1;0,909346847;67,39;1;1;0
Ingressante;2023_00163;2023;Pedagogia;22;Outro;1776,0;0;0;0,818054389;58,88;1;1;0
Matriculado;2023_00164;2023;Administração;22;Feminino;8209,0;0;0;0,803879826;49,09;2;1;0
Matriculado;2023_00165;2023;Engenharia;17;Masculino;14520,0;0;1;0,799080839;44,23;2;1;1
Matriculado;2023_00166;2023;Arquitetura;23;Feminino;6478,0;0;0;0,6902677;39,15;0;1;1
Ingressante;2023_00167;2023;Psicologia;24;Feminino;3824,0;0;0;0,922191587;48,76;1;1;0
Ingressante;2023_00168;2023;Psicologia;18;Feminino;2533,0;0;0;0,834791152;98,35;3;1;0
Matriculado;2023_00169;2023;Medicina;24;Feminino;5913,0;1;1;0,857962292;84,56;1;1;0
Ingressante;2023_00170;2023;Arquitetura;25;Feminino;5175,0;1;0;0,856862852;67,72;1;1;0
Matriculado;2023_00171;2023;Computação;22;Masculino;6879,0;0;0;0,926025674;59,5;0;1;1
Matriculado;2023_00172;2023;Direito;21;Masculino;5693,0;0;0;0,887277288;56,2;0;0;1
Matriculado;2023_00173;2023;Pedagogia;28;Feminino;1375,0;0;0;0,835283055;66,64;0;1;0
Matriculado;2023_00174;2023;Arquitetura;25;Feminino;8442,0;1;0;0,807010925;56,43;0;0;0
Ingressante;2023_00175;2023;Medicina;29;Feminino;9197,0;0;1;0,485635889;56,33;3;0;0
Matriculado;2023_00176;2023;Direito;28;Feminino;6506,0;1;1;0,946548575;72,3;2;0;0
Ingressante;2023_00177;2023;Direito;27;Outro;7395,0;0;0;0,774000577;49,85;2;0;0
Matriculado;2023_00178;2023;Engenharia;25;Masculino;7094,0;0;1;0,721419712;27,79;0;1;0
Ingressante;2023_00179;2023;Direito;17;Feminino;13936,0;1;1;0,834288087;56,22;0;1;1
Matriculado;2023_00180;2023;Computação;27;Feminino;11516,0;1;1;0,712481275;86,77;0;0;1
Ingressante;2023_00181;2023;Psicologia;19;Outro;11861,0;1;0;0,905816667;40,57;2;1;0
Matriculado;2023_00182;2023;Medicina;25;Outro;9440,0;0;0;0,910867164;46,42;0;0;0
Matriculado;2023_00183;2023;Direito;27;Feminino;4143,0;0;1;0,526754679;55,45;1;1;0
Matriculado;2023_00184;2023;Engenharia;18;Masculino;5044,0;0;0;0,978549324;41,03;0;1;0
Matriculado;2023_00185;2023;Computação;28;Feminino;3594,0;0;0;0,720429253;87,55;2;1;0
Matriculado;2023_00186;2023;Administração;20;Masculino;7453,0;0;1;0,839767838;66,46;0;1;0
Matriculado;2023_00187;2023;Psicologia;20;Feminino;11856,0;0;0;0,832298604;38,32;4;1;0
Ingressante;2023_00188;2023;Psicologia;18;Outro;10277,0;0;0;0,901292731;63,07;2;1;0
Matriculado;2023_00189;2023;Medicina;19;Masculino;5794,0;0;0;0,606487462;64,41;1;1;0
Matriculado;2023_00190;2023;Psicologia;29;Feminino;13827,0;1;1;0,729347367;61,38;0;1;0
Matriculado;2023_00191;2023;Direito;19;Masculino;9783,0;1;0;0,939405923;62,51;0;1;0
Ingressante;2023_00192;2023;Engenharia;17;Masculino;10801,0;0;1;0,720057716;63,06;1;1;0
Ingressante;2023_00193;2023;Psicologia;22;Masculino;13031,0;0;1;0,814794119;69,64;0;1;0
Matriculado;2023_00194;2023;Psicologia;24;Feminino;12311,0;0;0;0,718789827;70,6;1;1;0
Matriculado;2023_00195;2023;Administração;28;Outro;11448,0;1;0;0,695991746;42,54;2;1;0
Matriculado;2023_00196;2023;Administração;19;Outro;11987,0;0;0;0,837780041;65,9;1;1;0
Ingressante;2023_00197;2023;Pedagogia;21;Masculino;13370,0;1;1;0,694339953;67,72;0;1;0
Matriculado;2023_00198;2023;Computação;17;Feminino;8482,0;1;0;0,761219749;55,84;1;1;0
Matriculado;2023_00199;2023;Direito;26;Feminino;5370,0;0;1;0,693111772;90,58;1;1;0
Matriculado;2023_00200;2023;Psicologia;23;Masculino;11829,0;0;0;0,82034121;63,75;0;1;0
Ingressante;2023_00201;2023;Arquitetura;26;Masculino;3175,0;1;0;0,983227043;72,55;1;1;0
Ingressante;2023_00202;2023;Psicologia;29;Masculino;5421,0;0;0;0,551206805;58,26;5;1;0
Matriculado;2023_00203;2023;Engenharia;17;Outro;7593,0;0;1;0,855266443;60,43;1;1;0
Matriculado;2023_00204;2023;Pedagogia;28;Feminino;5813,0;1;0;0,893509558;70,13;1;1;0
Ingressante;2023_00205;2023;Computação;27;Feminino;7660,0;0;0;0,890404075;44,23;2;1;0
Ingressante;2023_00206;2023;Arquitetura;25;Masculino;9620,0;1;1;0,535034793;76,17;4;1;1
Matriculado;2023_00207;2023;Pedagogia;24;Feminino;6479,0;1;0;0,676702846;46,53;1;1;0
Matriculado;2023_00208;2023;Medicina;23;Masculino;4072,0;1;0;0,832659364;78,21;0;0;0
Matriculado;2023_00209;2023;Computação;26;Masculino;11579,0;0;1;0,604600349;60,97;0;1;0
Matriculado;2023_00210;2023;Psicologia;23;Feminino;13324,0;0;1;0,699572848;95,91;0;0;1
Matriculado;2023_00211;2023;Psicologia;21;Masculino;6815,0;0;0;0,782570748;79,74;1;1;0
Matriculado;2023_00212;2023;Computação;21;Feminino;3376,0;1;0;0,80083083;79,81;0;1;0
Ingressante;2023_00213;2023;Psicologia;27;Masculino;13993,0;1;1;0,643320762;67,17;1;0;0
Matriculado;2023_00214;2023;Direito;29;Feminino;13815,0;0;0;0,83480484;80,14;0;0;0
Matriculado;2023_00215;2023;Computação;21;Masculino;8289,0;0;1;0,832967836;76,4;1;1;0
Ingressante;2023_00216;2023;Pedagogia;17;Feminino;1732,0;0;0;0,914168049;35,94;2;1;0
Ingressante;2023_00217;2023;Computação;24;Masculino;3269,0;1;0;0,651936401;51,93;0;1;0
Ingressante;2023_00218;2023;Arquitetura;28;Masculino;13422,0;1;0;0,904974742;51,04;1;1;1
Matriculado;2023_00219;2023;Psicologia;27;Outro;8712,0;1;0;0,727002139;53,33;2;0;0
Matriculado;2023_00220;2023;Direito;17;Masculino;14373,0;1;1;0,471179014;61,14;0;0;0
Matriculado;2023_00221;2023;Direito;20;Feminino;10966,0;1;0;0,914140727;72,74;1;1;1
Matriculado;2023_00222;2023;Medicina;25;Outro;7679,0;1;0;0,568006932;82,62;0;1;1
Ingressante;2023_00223;2023;Pedagogia;25;Masculino;8734,0;0;1;0,783962121;74,08;1;0;0
Ingressante;2023_00224;2023;Administração;21;Masculino;8964,0;0;0;0,761262665;83,61;2;0;0
Matriculado;2023_00225;2023;Administração;20;Feminino;8069,0;1;1;0,671137862;49,15;0;1;1
Ingressante;2023_00226;2023;Computação;19;Outro;10558,0;0;1;0,93488062;57,44;0;0;0
Matriculado;2023_00227;2023;Medicina;19;Outro;6088,0;0;1;0,708297998;61,09;1;0;0
Ingressante;2023_00228;2023;Engenharia;28;Feminino;9707,0;0;1;0,668686937;54,98;1;0;0
Ingressante;2023_00229;2023;Computação;21;Feminino;8848,0;0;0;0,868859817;48,16;1;0;1
Ingressante;2023_00230;2023;Medicina;26;Masculino;5654,0;0;1;0,698524628;70,85;2;1;0
Matriculado;2023_00231;2023;Pedagogia;17;Outro;5743,0;0;1;0,848435629;54,45;1;1;0
Matriculado;2023_00232;2023;Pedagogia;21;Outro;14946,0;0;1;0,931974191;77,1;1;1;0
Ingressante;2023_00233;2023;Pedagogia;22;Masculino;12447,0;0;0;0,873016311;46,66;2;0;0
Matriculado;2023_00234;2023;Pedagogia;23;Masculino;2636,0;0;1;0,840365458;77,95;4;0;0
Matriculado;2023_00235;2023;Pedagogia;28;Masculino;12849,0;1;1;0,708966267;68,22;0;1;0
Matriculado;2023_00236;2023;Medicina;25;Masculino;5413,0;0;1;0,769739032;68,22;1;1;0
Matriculado;2023_00237;2023;Medicina;19;Feminino;11914,0;0;0;0,794653148;68,65;1;1;1
Ingressante;2023_00238;2023;Direito;18;Masculino;7941,0;0;0;0,847347439;63,78;1;1;0
Ingressante;2023_00239;2023;Arquitetura;19;Masculino;11479,0;0;1;0,902647541;64,04;1;1;0
Matriculado;2023_00240;2023;Administração;28;Masculino;6342,0;0;0;0,915772986;60,94;3;1;0
Matriculado;2023_00241;2023;Psicologia;25;Outro;12354,0;1;0;0,782056434;69,48;1;1;0
Matriculado;2023_00242;2023;Pedagogia;28;Feminino;10418,0;1;1;0,785786467;73,27;0;1;0
Matriculado;2023_00243;2023;Engenharia;23;Masculino;13313,0;0;0;0,759308157;58,21;1;1;0
Matriculado;2023_00244;2023;Psicologia;25;Masculino;9122,0;0;0;0,886662024;85,82;1;1;0
Matriculado;2023_00245;2023;Medicina;29;Outro;9514,0;0;0;0,980757835;59,5;1;1;0
Matriculado;2023_00246;2023;Engenharia;18;Feminino;12751,0;1;0;0,938993141;54,46;2;1;0
Matriculado;2023_00247;2023;Engenharia;21;Masculino;6260,0;1;0;0,72943154;62,72;1;1;0
Matriculado;2023_00248;2023;Engenharia;29;Masculino;7877,0;0;0;0,842250076;53,51;1;1;0
Matriculado;2023_00249;2023;Direito;20;Masculino;12446,0;0;0;0,786242379;71,99;0;1;1
Matriculado;2023_00250;2023;Medicina;18;Masculino;9130,0;1;1;0,909763804;62,88;3;1;0
Matriculado;2023_00251;2023;Engenharia;25;Feminino;5942,0;1;1;0,939954086;76,0;3;1;0
Matriculado;2023_00252;2023;Pedagogia;25;Outro;9263,0;0;0;0,870737077;64,08;0;0;0
Matriculado;2023_00253;2023;Computação;22;Feminino;3600,0;1;0;0,807451897;63,59;0;1;0
Ingressante;2023_00254;2023;Engenharia;27;Feminino;8627,0;0;0;0,856520764;58,87;0;0;0
Matriculado;2023_00255;2023;Direito;22;Masculino;3720,0;0;1;0,866880205;77,4;2;1;0
Matriculado;2023_00256;2023;Psicologia;24;Feminino;11577,0;1;1;0,916721755;61,35;3;1;0
Matriculado;2023_00257;2023;Medicina;22;Feminino;1748,0;0;0;0,582605483;68,96;0;1;0
Ingressante;2023_00258;2023;Arquitetura;17;Masculino;9526,0;1;0;0,902944855;80,69;0;1;0
Ingressante;2023_00259;2023;Direito;20;Masculino;6076,0;0;1;0,87136726;63,68;1;1;0
Matriculado;2023_00260;2023;Engenharia;29;Feminino;3654,0;0;1;0,874536991;63,5;0;1;0
Matriculado;2023_00261;2023;Medicina;23;Masculino;9341,0;0;0;0,933963305;61,54;1;1;0
Ingressante;2023_00262;2023;Computação;29;Masculino;7455,0;0;1;0,980300364;67,85;2;0;1
Matriculado;2023_00263;2023;Engenharia;29;Feminino;12426,0;0;1;0,779325639;77,1;2;1;0
